a.out(3)|0.798|1|0.009|0.009|10442.955370
a.out(4)|2.237|3|0.023|0.053|10446.045067
a.out(5)|2.318|3|37.273|111.803|10450.833310
a.out(6)|2.992|7|0.008|0.017|10452.705471
a.out(6)|2.171|7|0.007|0.008|10456.512451
a.out(4)|3.528|4|0.007|0.008|10458.924408
a.out(6)|3.363|4|13.716|54.629|10463.280342
a.out(4)|3.140|6|26.340|153.524|10466.576414
a.out(8)|4.614|23|70.289|946.824|10469.405551
a.out(4)|3.129|6|9.518|56.925|10471.817726
a.out(6)|2.641|3|48.803|146.393|10475.722697
a.out(4)|1.576|6|48.867|293.148|10479.717185
a.out(5)|2.356|6|1.345|4.036|10433.447138
a.out(3)|2.859|4|73.891|295.535|10435.478660
a.out(6)|2.408|6|0.013|0.022|10440.704985
a.out(2)|0.735|3|27.059|81.164|10444.387674
a.out(5)|1.557|2|0.009|0.009|10446.088760
a.out(4)|1.614|3|5.180|15.523|10452.117669
a.out(6)|3.340|6|136.641|787.807|10454.629727
a.out(6)|2.989|4|0.008|0.009|10455.884585
a.out(5)|1.689|2|0.008|0.008|10458.924406
a.out(4)|1.062|2|0.073|0.126|10463.927923
a.out(3)|1.367|3|51.276|153.525|10466.576413
a.out(7)|5.385|22|71.302|946.824|10469.405552
a.out(6)|3.682|6|223.377|682.672|10473.761722
a.out(3)|2.546|5|0.506|2.402|10476.080870
a.out(6)|3.518|4|146.820|294.124|10479.717066
a.out(4)|3.294|8|0.006|0.008|10432.472852
a.out(4)|1.563|2|0.008|0.008|10436.995971
a.out(5)|3.471|5|0.008|0.016|10439.129152
a.out(4)|3.002|8|10.151|81.164|10444.387676
a.out(3)|1.337|2|0.006|0.006|10447.253250
a.out(6)|2.225|4|0.010|0.012|10450.195809
a.out(5)|2.991|8|14.961|119.623|10452.705827
a.out(6)|2.908|8|0.007|0.009|10455.884585
a.out(3)|0.953|4|0.006|0.008|10460.203057
a.out(6)|3.283|4|13.702|54.629|10463.280342
a.out(4)|2.860|5|31.603|153.524|10466.576414
a.out(7)|2.756|18|40.484|135.999|10469.556560
a.out(5)|3.133|7|8.430|56.925|10471.817725
a.out(5)|3.418|7|21.276|146.393|10475.722696
a.out(4)|1.576|6|97.887|294.124|10479.717065
a.out(6)|3.421|12|1.013|4.042|10433.447151
a.out(5)|2.363|3|0.008|0.008|10436.995972
a.out(4)|1.674|2|0.008|0.009|10440.837776
a.out(4)|1.552|6|13.533|81.164|10444.387675
a.out(4)|3.241|9|5.166|24.773|10448.719721
a.out(5)|2.223|4|0.009|0.012|10450.195808
a.out(6)|2.320|3|275.800|787.807|10454.629728
a.out(5)|3.105|4|0.007|0.009|10455.884586
a.out(6)|3.368|8|0.007|0.015|10460.175923
a.out(4)|2.304|3|0.007|0.008|10462.331187
a.out(4)|3.147|5|0.053|0.232|10465.196652
a.out(4)|0.612|9|32.897|135.999|10469.556559
a.out(5)|2.398|6|9.808|56.925|10471.817724
a.out(6)|3.644|4|36.604|146.393|10475.722697
a.out(3)|2.491|3|0.012|0.026|10478.204741
a.out(7)|3.281|12|1.013|4.042|10433.447150
a.out(3)|2.774|3|98.518|295.535|10435.478660
a.out(6)|3.075|5|0.012|0.031|10440.531419
a.out(4)|2.376|3|0.007|0.009|10442.955371
a.out(4)|3.080|4|0.018|0.053|10446.045068
a.out(6)|3.763|6|0.009|0.012|10450.195810
a.out(5)|3.036|8|14.961|119.623|10452.705828
a.out(7)|3.660|8|0.007|0.009|10455.884584
a.out(5)|2.533|3|0.008|0.008|10458.924407
